gene	lung_mean_RNAi
EXOSC9	-0.703968038
PPIL3	-0.081237653
EXOSC10	-0.293643925
CNTN5	0.057454299
CSNK1G1	-0.086177511
A4GALT	0.043862758
PMS2	-0.074207983
PRRX1	0.060047043
CPSF2	-0.35559086
ACP5	-0.127390707
ATP7B	-0.187483049
BRWD1	-0.021058611
SLC37A1	0.142195063
RBM11	0.049454123
PCBP3	0.010843033
C21orf58	0.062317936
YBEY	-0.26377677
PNLIP	-0.038368226
C21orf62-AS1	-0.087536551
MIS18A	-0.754879996
PNLIPRP1	0.082917192
LINC00158	0.005362703
PNLIPRP2	-0.026891621
TSPEAR	0.043530399
PNMT	-0.009276981
SETD4	-0.255283149
FAM3B	-0.292752301
RIPK4	0.06452656
CLIC6	-0.085887959
GSAP	-0.061562197
TLR9	-0.118306507
POLE3	-0.098233544
CHRAC1	0.060914695
PNN	-0.771036213
GPR88	-0.070677522
UBL3	0.033453853
5-Sep	0.03091458
4-Sep	0.037460184
CT45A1	0.042405175
MRPL39	-0.345268068
C21orf91	0.185240406
CXorf40B	-0.089859179
DCUN1D1	-0.166849386
NANS	0.036213708
PODXL	0.09193073
CYCS	-0.302551897
ERRFI1	0.145466955
KCNK10	0.051432343
TREM2	0.020750941
TREM1	-0.032111465
SNTG1	0.071952051
POLA1	-1.324979903
POLB	-0.029251359
POLD1	-0.590438105
POLD2	-0.191357449
POLE	-0.795933392
POLE2	-0.558081215
POLG	-0.267520446
POLH	-0.019986392
POLR2A	-1.228917
POLR2B	-0.940107052
POLR2C	-0.683509845
GPR173	-0.087945149
GPR85	0.007361354
POLR2D	-1.050959221
GNG2	-0.024193968
GDAP1	-0.044990855
POLR2E	-1.20253857
SOX18	-0.098423051
UNC93A	-0.200297443
POLR2F	-0.859696648
POLR2G	-0.665010538
WNT4	0.023938904
HAO1	-0.014897199
POLR2H	-0.524820485
POLR2I	-1.177428458
TERF2IP	-0.209636753
POLR2J	-0.952185548
POLR2K	-0.511781786
SLC38A2	-0.016081198
POLR2L	-0.854883982
NLGN3	-0.008438591
SIAE	0.12271741
POLRMT	-0.267313205
TAS2R5	0.05731035
POMC	-0.074422293
DNAJC10	-0.112450795
YIPF1	0.115527193
GAR1	-0.974247149
SSH1	0.03429572
SH3TC1	0.129127464
SEMA5B	-0.052054827
GFOD1	-0.043454741
PON1	0.096183856
SASH3	0.093468476
KCTD5	-0.058385708
ANLN	-0.125060687
PON2	-0.029189489
RIN2	0.088818256
ATAD2B	-0.045436238
FBXO42	-0.039899562
MOV10L1	0.088627653
TAF7L	-0.135113573
PON3	0.067224017
MRPS21	-0.16784664
FBXW5	-0.026699489
RETREG1	0.083911155
XRN1	-0.055538687
ETAA1	0.06918933
ANKIB1	-0.011661409
MIOS	-0.005335137
ZFAND6	-0.041816068
POR	0.059864011
ARMCX6	0.210635325
TOLLIP	-0.188962311
KRT20	0.013123042
NLE1	-0.815674372
RNF216	0.075798803
PLEKHA5	0.033093179
PIMREG	-0.192908276
CHPF2	0.083332323
TRMT13	-0.112747416
DGCR8	-0.279087865
POU1F1	0.076214204
UGT2B28	0.126099958
C11orf71	0.034239825
TMX3	-0.025790132
PRMT7	-0.145133916
HEATR5B	0.090375121
SMOX	-0.106513425
TMCO1	0.027095585
ATR	-0.522843156
POU2AF1	0.045689977
RBM47	-0.082766591
ZDHHC13	0.200230886
CPVL	-0.11126945
DHX29	0.044814011
ADAMTSL4	0.088716909
RHOF	-0.09577472
POU2F1	0.014611843
PCDH18	0.097649896
HMGCLL1	-0.154618525
EXOSC4	-0.077695689
DDX4	-0.201871109
MTRF1L	-0.209749342
PUS7	0.14174418
APBB1IP	0.092951732
POU2F2	-0.105277335
CCDC93	-0.285039199
WDR44	-0.09169407
ANKRD16	-0.110419426
ASNSD1	0.038255965
POU3F1	-0.00637376
MIER2	-0.107955584
USP53	-0.095955934
CCHCR1	-0.131631873
EXOC6	0.08848225
FAM35A	-0.052952305
ROBO4	0.080588801
NDUFB11	-0.06824744
POU3F2	-0.138723248
FAM193B	0.064045215
DDIT4	-0.094003199
RC3H2	0.140183838
TOMM7	-0.37831198
CRCT1	-0.155670408
MTMR12	0.022089963
RNF186	0.095950486
SDK2	0.024312441
POU3F3	-0.00197886
NECAB2	0.116049647
MAGEL2	0.119386076
GNL3L	-0.488472494
WDR5B	0.040581308
DDX49	-0.600917761
ING3	-0.06870461
SGTB	-0.035992176
SPATA6	-0.075638932
POU3F4	0.001056598
EPB41L4B	-0.030875178
DLL4	0.044174164
POU4F1	0.001500184
UGT1A10	-0.050938938
UGT1A8	-0.017661093
UGT1A7	0.014741976
UGT1A6	0.186339646
UGT1A5	0.260509588
POU4F2	0.020250449
SCAND2P	0.034591753
EGLN1	-0.129763856
GNB1L	-0.031110556
LZTFL1	0.011207015
EQTN	0.040385303
MXRA8	-0.004086799
POU4F3	-0.056837476
L1TD1	-0.043246658
ATRX	-0.046979163
POU5F1	0.03629724
UGT1A9	0.070988054
NDFIP2	-0.098968638
DDX56	-0.47316533
INO80	-0.48292791
CCNJ	-0.011317538
POU5F1B	0.022061305
FBXL19	-0.059440832
VSIG10	-0.02564374
ARL15	0.029328908
PAF1	-0.745741785
PARP14	-0.03137982
HES2	0.089648399
MINDY2	0.063538928
POU6F1	-0.13703563
PPA1	0.034091327
PPARA	-0.260362884
UGT1A4	0.16990541
UGT1A1	-0.204889737
UGT1A3	0.042352534
TBC1D13	-0.086614064
WDR74	-0.593954808
TMEM106B	0.115306193
RSBN1	0.029583119
PPARD	-0.00646121
CRLS1	-0.071577243
GTPBP2	0.053149775
CROT	0.075115995
PPARG	-0.086112679
ZNHIT6	-0.282020078
P4HTM	0.064446519
MED1	-0.274726042
KIF1A	-0.10272306
PPEF2	-0.086560242
RRN3	-0.291526769
PDP1	0.128725953
GPN2	-0.147775659
5-Mar	-0.003762635
PPAT	-0.018494152
CNGB3	-0.069990311
RBFOX1	-0.097455776
SLC6A20	0.026420376
BTN2A3P	-0.041340999
OTUD4	0.179227849
NKX1-1	-0.041215926
PPBP	-0.013636978
TMED9	-0.043180046
SLC35F2	-0.061806287
RAB39A	0.147634757
MPHOSPH8	-0.206684322
XAF1	-0.088893101
LEPROT	0.121468438
LY6K	0.011489184
EPDR1	-0.14267575
PPEF1	-0.23104012
FBLIM1	-0.057118365
NUTM2F	0.09555262
IL17RD	0.149380755
CTSA	-0.179686639
PCSK4	0.006743833
ROPN1	0.065849794
ZRANB1	0.061105158
TRIM44	0.113652027
BTG4	0.177960351
HYDIN	0.083003934
PPP1R12C	0.094214723
CFAP46	0.087993798
RNF111	-0.00801595
PPIA	0.029039942
NSMCE4A	-0.079085388
ALKBH4	0.095141058
DNAJB12	-0.040858733
PPIB	0.124124283
TET2	-0.076902726
KCTD9	0.066216385
TRPM4	0.097112875
BNC2	-0.005654659
MED18	0.023514742
DCHS2	0.084136932
MBTD1	-0.011631549
PPIC	0.141538764
KLHL24	-0.075740854
HAUS6	-0.533151969
TRIT1	0.104873533
CNNM2	0.104408843
AHI1	-0.003352127
ZNF586	-0.125402912
DYM	0.079203251
SAMD9	-0.068677448
PPID	0.14476417
GIPC2	0.050705504
AFTPH	0.022338459
KLHL28	-0.003143641
QPCTL	0.08185252
GATAD2A	-0.029152432
ZNF280D	-0.080662294
ZCCHC10	-0.12208254
ERCC6L	-0.436112074
TRPM7	-0.187578042
CDHR2	-0.021403217
NXPE4	0.004031751
BCAS3	0.057472364
ASPN	-0.136219678
NUP62CL	-0.028707364
BEST2	-0.046613998
VPS13C	0.198785156
GDAP2	-0.048194744
BSPRY	-0.021891444
APTX	-0.025205312
BIVM	-0.025232178
SYTL2	0.145734561
ESRP1	-0.122346064
SIDT1	-0.182102908
ARHGEF38	0.03892071
DEF8	0.104711275
FBXL12	-0.051991645
ANKRD49	-0.182420102
PAQR5	-0.200226806
WDR55	-0.100730797
FAM46C	-0.051514312
GON4L	0.098756023
GDPD2	0.0442535
PGPEP1	0.024844439
ELP6	-0.252747782
CKMT1A	0.033766184
MS4A12	0.143662657
SNRK	-0.026220681
CC2D1A	-0.453817859
TOR4A	0.039338569
POLR2J3	0.225744196
GPATCH4	-0.055086852
PPP1R14D	-0.113444083
TMEM104	0.094162727
EPS8L1	-0.439165519
QRICH1	-0.170568317
PIGG	-0.011942253
PALMD	-0.148962532
FNBP1L	-0.062302983
DCAF16	-0.144944578
ZCCHC2	-0.118972207
DPP8	0.083275773
ST7L	0.188108748
BCOR	-0.105576102
TEX10	-0.078137789
ANKHD1	0.054079565
CWC25	0.023826927
RETSAT	0.145877689
TBC1D8B	-0.004253643
PLPPR1	-0.132911669
UHRF1BP1	0.001625327
NSUN2	-0.1010387
ALKBH5	-0.025000025
INO80D	0.035666942
NCAPG2	-0.094303878
MTMR10	-0.032463701
RNF43	-0.110410747
PQLC2	-0.050848356
CASZ1	0.182847579
ELOVL2	-0.087721488
PXK	0.126487212
AUH	-0.036950523
LAX1	-0.119465721
CDKAL1	-0.212595495
TTC19	-0.033080642
MKS1	-0.154496448
NSD3	-0.037951337
CYP2W1	-0.158555856
SPDL1	-0.306625464
SEMA4C	-0.054554859
RPP25	-0.044936636
FOCAD	-0.275133612
YTHDF1	0.103033008
CMTM6	-0.156830947
DNAAF5	-0.078019465
DUS2	-0.111208976
CHTF8	-0.030524582
RASIP1	0.04700767
LIME1	-0.032638759
ZSCAN32	-0.016316724
UBE2R2	-0.027503002
CHCHD3	0.020331656
IMPAD1	-0.036339871
PPL	-0.115187766
TRMT10C	-0.510511624
EXD3	-0.191248182
RHBDL2	0.033197831
DUSP23	-0.077327093
ADPRHL2	0.116888566
SOHLH2	0.006742212
COMMD4	0.135792174
PPM1A	0.024915315
OCIAD1	0.124008966
RNF125	-0.259586513
FAM206A	-0.290254916
SLC41A3	-0.095996428
LPCAT2	-0.137060527
MRPL16	-0.12154458
SDHAF2	-0.111223151
PPM1B	-0.169675094
COMMD8	-0.177572811
TRNAU1AP	-0.038487608
C1orf27	-0.083836392
FAM120C	0.044596374
C1orf109	-0.15077089
PARP16	-0.025426298
TXNL4B	0.112798742
ODAM	-0.080561037
PPM1G	-0.077717042
SSH3	-0.232996049
TIPIN	-0.253164567
UCKL1	0.090468852
C1orf56	0.04049127
PIGX	-0.038701157
CT55	-0.031317273
TMEM70	-0.572667768
HPF1	-0.059737297
TTC12	-0.215400545
INTS11	-0.76896728
THG1L	0.038194527
SLC25A38	-0.141629339
SLC35F6	0.074367478
HRASLS2	0.082746955
PPOX	0.076478946
NMRK1	-0.207837124
CLN6	0.021577791
PINX1	-0.200524512
ULK4	-0.086538609
C1orf123	-0.202801594
ACSM5	0.020083693
ZNF770	0.10347556
PPP1CA	-0.070928608
C1orf159	-0.047788707
ZSCAN2	-0.088049723
OXSM	-0.137495079
2-Mar	-0.094819942
TESC	-0.164295394
AURKAIP1	-0.210875076
ACPP	-0.064214205
AUP1	-0.128140121
PPP1CB	-0.674929532
TUG1	0.193625165
TTC22	0.023867857
TMCO3	0.04174911
PAK1IP1	-0.483636089
RMND1	0.008159821
TRMT61B	-0.051334574
FAM118A	-0.029620314
HERC6	-0.058917663
PPP1CC	-0.177341474
PPP2R3C	0.010740125
MCUB	-0.027349127
STX17	0.097270029
PRPF39	-0.046597957
1-Mar	0.129633126
C14orf119	-0.047325385
PPP1R1A	-0.069499712
TTC38	0.092864778
PID1	0.007256805
PHIP	-0.149270027
BANK1	0.002206947
HEATR3	-0.329164323
C17orf80	0.050981078
USP47	-0.173514457
SLC35A5	0.133100068
FKBP14	0.063909757
MOCOS	-0.034883981
NOL8	-0.778268117
PTCD3	-0.429129187
CDCA4	0.068815294
TRMT12	0.057668439
PPP1R2	-0.151493363
PLEKHB2	0.164311738
NRDE2	0.100342241
MRPL20	-0.305669203
ATG16L1	-0.041256173
ZWILCH	0.179414734
CRYBG2	0.083378511
PPP1R3A	-0.053978267
SUSD4	-0.028993642
WIPI1	-0.035571615
ZCWPW1	-0.018304679
SLC52A1	-0.079290657
PDPR	0.084608607
ENOX1	-0.100749805
PPP1R3C	0.100766775
DET1	-0.003708004
C9orf40	0.052755675
RNF31	-0.051543543
OXR1	0.149584349
UACA	0.069304645
TMEM45A	-0.070116437
FEZF2	-0.006629818
TAPBPL	-0.070872768
IFT57	-0.004075129
ARGLU1	-0.332621375
KIF26B	-0.056959659
CXorf57	-0.044992965
CCDC186	-0.047945892
SLC38A4	0.074079214
PPP1R3D	-0.068286611
MED9	-0.349143108
TMEM51	0.186990361
WDYHV1	0.015245632
GPATCH1	-0.055917041
SAMD4B	-0.165648965
AVP	-0.011969278
PPP1R7	-0.644627686
WDR70	-0.744051859
DMAC2	-0.030088373
ATG2B	-0.107688167
RALGPS2	-0.044757222
GPATCH2	0.08060332
SLFN12	-0.045178033
ANO1	-0.03243209
BSDC1	-0.092943289
AGGF1	0.026657262
PPP1R8	-0.174996133
MAGOHB	-0.039215182
PLEKHJ1	0.01329691
WDR60	-0.001351225
XKR8	-0.027878246
ARHGAP17	-0.072740219
SLC6A15	-0.029561387
CRTAC1	-0.022843616
PRPF38B	-0.201707694
FANCL	-0.023326038
PIWIL2	-0.081730373
CEP192	-0.911648337
HEATR1	-0.846359527
TRIM68	0.004706668
ANO10	0.069885076
ARMC4	-0.008671224
RBM28	-0.464657305
LARP1B	-0.199301931
SRBD1	-0.510031969
WRAP53	-0.122135621
FIGN	0.122737464
FAM90A1	-0.032434406
ANKZF1	-0.005505824
PPP1R10	-0.332304987
ELP3	-0.21111595
HAUS2	-0.711476784
CDCA8	-0.015076946
LRRC8D	-0.186445594
THAP1	0.003727135
ZDHHC4	0.064997096
RBM23	0.032226375
UBR7	-0.061521465
MTPAP	0.041460054
PPP2CA	-0.394548863
TMEM38B	-0.152727687
DALRD3	0.046981672
SDAD1	-0.413724472
MSTO1	0.205683923
ARMC1	-0.069758816
DARS2	-0.115080788
RFWD3	-0.207206927
PPP2CB	-0.091382516
ARHGEF10L	-0.018399936
TMEM33	-0.199324984
PNPO	-0.056387267
SHQ1	0.175449751
CEP55	-0.105783759
MSL2	-0.129230575
MRPS18A	-0.186377588
PRMT6	-0.110632882
DNAAF2	0.173790841
MRPS10	-0.22403368
INTS10	-0.282600584
KLHL11	0.02177559
SEC61A2	-0.059594922
RMDN3	0.151492483
MRM3	-0.121702636
FAIM	0.115157669
PPP2R1A	-0.80143461
LINS1	-0.038854025
SMG8	-0.160035239
RNF220	-0.284335392
RIF1	-0.091210394
DZANK1	0.04017572
SLC25A36	-0.002775822
VPS13D	-0.17605645
RIC8B	0.103979931
PPP2R1B	-0.290695074
NUDT11	-0.102912684
NADSYN1	-0.100168411
DNAJC17	-0.069681214
PBRM1	-0.091808321
C14orf105	0.090145479
KIAA1551	0.144849987
RPRD1A	-0.042326251
APPL2	0.002485222
AVPR1A	-0.056725404
PPP2R2A	-0.129371179
PLEKHG6	-0.040789777
MAP1S	-0.159688946
LGI2	-0.039922219
GOLPH3L	-0.135654013
ZNF532	0.055202752
SBNO1	-0.064616528
ARL8B	-0.045874475
DCUN1D2	0.178437007
SETD5	-0.109684854
PPP2R2B	-0.062627067
ATAD3A	-0.117762037
DPPA4	-0.040135272
BBS7	-0.069398868
RCBTB1	-0.048434622
P3H2	0.034973331
FANCI	-0.060959554
C11orf57	0.093672923
TMLHE	-0.03997693
EXD2	0.152006237
TMEM57	-0.11023161
PPP2R2C	-0.030508488
KLHDC8A	0.110946709
LRRC20	-0.024537207
TRIM62	-0.064786127
ETNK2	-0.012889114
RAVER2	-0.086942147
NAT10	-0.454931813
LRRC1	-0.065855344
PNMA8A	0.062956418
PANK4	0.096846523
PPP2R3A	-0.096487692
USP40	-0.019543325
CCDC87	-0.047911854
MOB1A	0.195658762
SMU1	-1.147885106
UBA6	-0.162541477
VRTN	-0.110077895
SLC38A7	-0.156301862
OGFOD1	-0.037280414
PTPA	-0.185024621
STEAP3	0.10189555
KIRREL1	-0.034879914
SLC47A1	-0.165864869
UQCC1	-0.023661384
CCDC25	0.120985775
NEIL3	-0.0424082
TMEM206	0.186171555
YY1AP1	-0.078674926
PPP2R5A	0.023463746
ELP2	-0.155528279
PCMTD2	0.064669394
ASXL2	-0.007692099
TYW1	0.114152751
TMEM39A	-0.239626611
WDR41	-0.036449122
ADI1	-0.075486049
MRGBP	-0.021532725
THNSL2	-0.234993936
CASC1	0.066346078
PPP2R5B	-0.006691969
TMEM143	0.005255895
C7orf43	0.038127754
TMEM19	0.006886768
ECHDC2	-0.024674446
PSPC1	-0.06587741
PPP2R5C	-0.097351442
NUDT15	-0.064574249
IMP3	-0.044111296
TMEM100	-0.084739183
PHF10	-0.172364096
VPS53	-0.134054922
PGM2	0.104152346
FGGY	0.112315171
QRSL1	0.073811781
ZNF654	-0.360212265
PPP2R5D	-0.191350734
CWF19L1	-0.02471687
TMEM140	0.18581518
LRRC36	0.092541602
MCOLN3	-0.118374965
UBE2W	-0.026116253
RBM41	0.005559357
RHOT1	-0.063745518
ACOXL	-0.089727746
DNAJC25-GNG10	0.059266449
PPP2R5E	-0.047671273
BRF2	0.053748027
PPP6R3	-0.021619802
UEVLD	-0.091443978
FBXW7	-0.038111396
KLHL26	0.000406778
TBC1D19	-0.05242648
CCDC91	0.007782429
RNF121	-0.06762701
BRIX1	-0.343524168
AVPR1B	-0.167054984
PPP3CA	-0.130896079
PI4K2B	0.013379818
OLAH	0.078897535
GIMAP4	0.094861729
SPTLC3	-0.007212251
DDX19A	-0.332863136
PPP4C	-0.359922972
ZNF444	-0.116135363
PEF1	-0.174949454
RFK	0.067903429
CPPED1	-0.029407206
TMEM144	-0.08644449
SLC29A3	0.164545785
PRR5-ARHGAP8	-0.008394405
RSAD1	0.066671792
TMA16	-0.025051839
PPP3CB	-0.025895345
MIS18BP1	-0.33547256
C5orf22	-0.12548523
LARP6	-0.038708238
ABCF3	-0.057849124
UFSP2	0.037466256
AGPAT5	-0.054071484
LIN7C	-0.13689838
RNLS	-0.058455726
MNS1	0.07394495
PPP3CC	-0.121378751
BLOC1S4	0.029858996
ACER3	-0.089970371
DRAM1	-0.066545851
SYNJ2BP	0.056142106
SLC39A9	-0.05461672
NIPSNAP3B	0.044767349
LINC01949	-0.057264308
WDR33	-0.500186526
PPP3R1	-0.124769055
GIMAP5	-0.003427803
LSG1	-0.18705548
STRBP	0.044387775
SLC35C1	-0.111199163
PLCXD1	0.089531758
ZGRF1	-0.106780569
TCP11L1	-0.154547538
ABHD10	-0.095896481
CHDH	-0.158519218
PPP3R2	0.042533431
VNN3	0.037122258
STK32B	-0.171104192
LAPTM4B	-0.030451372
HJURP	-0.074152009
SLC22A15	0.085179473
TBC1D2	-0.011439833
STYK1	-0.070761275
PPP5C	-0.217740111
PI4K2A	0.025922411
TMEM63B	0.020555903
HEMGN	0.124397415
IMPACT	-0.136910508
LGR4	0.031599039
PIDD1	0.091883546
PPP6C	-0.332018224
PPP4R1L	0.070153154
TMCO6	-0.203236289
LRRC59	0.031631528
PPT1	0.097859282
MCM10	-0.126888937
AVPR2	-0.024147404
NCBP3	-0.180718311
MIR429	0.029341003
ZNF331	0.055965951
LOC554223	-0.019714924
SIRPG	-0.079762914
DPY19L2P1	0.030735169
GPALPP1	-0.040336133
AP1AR	-0.284588065
STRADB	0.022873948
PRB3	-0.035672007
PRB4	0.166931666
CAMK2N1	-0.102582372
CSGALNACT2	-0.070003595
PRCC	-0.091917564
DNAJA4	-0.000132826
PRCP	-0.01389851
PARL	-0.162380229
PRELP	-0.090384854
PREP	0.078737523
ETNK1	-0.227903544
CHST12	0.056403445
HES6	0.018847777
TRPV6	-0.256106594
TNFRSF19	0.048144273
NOP10	0.007760789
H2AFY2	0.118245634
GPRC5D	0.006841317
BATF3	-0.08313533
PRF1	0.051790884
DDX43	-0.062007074
SAGE1	0.104419857
SMPD3	0.070497912
SRGN	-0.031345386
ELAC1	0.055800475
TRIM36	0.076377812
DHTKD1	-0.01334046
FEM1A	0.009536968
TMEM55A	0.065659032
PRG2	-0.015025492
SVOP	-0.067429921
ELMOD1	0.061956852
SLC30A10	0.14617144
MAML3	0.155447852
CDCA7L	0.009586031
PRH1	-0.240644615
IL17RB	-0.01671977
RBM38	-0.019892022
MSX2P1	0.05583568
PRH2	-0.190447636
SOX6	-0.052914997
KLK15	-0.141024628
ENOSF1	-0.014603465
PLXNA3	-0.009724553
CDC42BPG	0.003172219
GALNT10	-0.006566449
PRIM1	-0.507849791
CNOT11	0.034043888
FOXRED1	0.028278125
CDV3	-0.153321726
STAB2	0.063755915
NAGK	-0.056384918
SUPT20H	-0.030066101
PRIM2	-0.257161269
KIF27	-0.044850018
CHRNA9	0.052140267
UBE2Q1	-0.099570442
MIOX	0.02648833
MED29	-0.145255263
BMP2K	0.013502907
VEZT	0.096565194
OTUD5	0.187547495
ZCCHC8	0.063714459
RNPC3	-0.248205685
ITLN1	-0.178814291
DDX60	0.055718424
CDKN2AIP	-0.025441009
CARMIL1	-0.040819468
KIF21A	-0.06272746
PPP1R9A	-0.3330815
ANKRD10	0.079722514
ZNF280C	0.145302342
VPS50	-0.0925742
OTUB1	-0.028568561
FERMT1	-0.039499798
MTMR8	-0.196173315
KIF16B	0.072593337
PRR5	-0.027398187
ASAP3	-0.026342944
TASP1	-0.040991627
DOCK10	0.005180613
STAP2	0.108615105
TRMT1	-0.020463809
TTC27	-0.379887689
THUMPD1	-0.257688738
POMGNT1	0.051525429
ZDHHC7	0.069738428
AMBRA1	-0.153174345
ZNF407	0.001981677
PNRC2	0.082269325
PRKAA2	0.104685572
SLC39A4	-0.104930444
LRRC40	-0.027671244
G2E3	-0.054331877
TBC1D22B	-0.073824728
KRBOX4	0.005819517
DEPDC1	-0.354735233
CHD7	-0.134672519
SYBU	0.131780989
PRKAB1	-0.050609873
FLVCR2	0.082336703
BTBD2	-0.050787523
OSGEP	-0.449910893
LYAR	0.059769955
RAB20	-0.095281774
PRKAB2	-0.107807676
PIGV	0.150914536
NHP2	-0.617541302
BCAS4	0.085364967
NLRP2	0.137673416
INTS8	0.012608909
ZNF692	0.024859882
ZNF416	0.073440382
PRKACA	-0.150851834
DDX27	-0.704747264
HIF1AN	-0.039383041
ZNF446	-0.056114087
CDC37L1	-0.04357004
URGCP	-0.11808367
NPLOC4	-0.067522345
GPATCH2L	0.0897091
MFN1	-0.151458432
PRKACB	-0.04722255
PEX26	0.059428421
PPP4R3A	-0.040081202
SLC30A6	0.050478188
PRKACG	-0.036668586
RUFY2	0.032016977
SCYL2	-0.143803471
KANSL3	-0.405389557
RABL6	-0.113780815
MREG	0.042839303
YEATS2	-0.414105923
PKIA	-0.058050116
PACS1	0.098880642
FRMD4A	0.035278303
LUC7L	0.035745364
KDM4D	0.144722051
NSUN5	0.032278943
RBM22	-1.359888235
VAC14	-0.211840549
RADIL	0.038337894
IARS2	-0.506358567
PKIB	-0.072281021
MAP7D1	0.035274186
ARHGEF40	-0.100896582
CCDC94	-0.173687113
POLR3B	0.074449279
CCDC88A	-0.002773721
IPO9	-0.199253959
NDC1	-0.139413472
NECAP2	-0.074614352
KBTBD4	0.017609192
PRKAG1	-0.371856103
FAR2	0.100637576
ZNF334	0.08827026
DOK4	-0.117808321
LMBR1L	-0.060376171
WDR11	-0.038457892
SLF2	0.038242377
IQCC	-0.172476066
CEP72	0.020936621
ASF1B	-0.104831094
BTBD7	-0.163193623
N4BP2	-0.063243951
ATF7IP	-0.082636657
PRKAR1A	-0.072047576
FAM222B	0.030674886
HHAT	-0.024422394
ZFP64	0.046796436
DNAJC11	-0.371396316
VPS35	-0.236717913
ARFGAP1	-0.150230742
NAXD	-0.059895114
ENAH	-0.129688785
EDEM2	-0.051738173
PARVA	0.06530338
CHFR	-0.046808721
COA1	-0.036788365
AP5M1	0.11426462
NUP133	-1.20254277
CNDP2	0.11763007
CCAR1	-0.320480664
PRKAR1B	-0.078284551
AGK	-0.081420024
TMEM184C	-0.027597043
11-Sep	-0.109998872
OGDHL	-0.04908361
TMEM30A	-0.046743168
CDK5RAP2	-0.424610198
INTS9	-0.72402069
UGGT2	0.033071544
RCOR3	0.039491223
WDR12	-0.9092574
PRKAR2A	-0.023813532
TTC17	-0.217909002
ZNF701	-0.092153131
EXOC1	-0.164290404
IFT122	0.026523216
H2AFJ	0.054529393
NGLY1	-0.084878799
ZNF83	-0.039917433
PRKAR2B	-0.112695266
EXOC2	-0.090481559
TBC1D23	-0.07032107
TDP1	-0.046678701
SAYSD1	0.108320029
MBD5	-0.098543427
ZNF839	-0.173783558
CFAP44	-0.305573602
PRKCA	-0.038185572
RIOK2	-0.377767779
MCTP2	0.11894257
FGD6	-0.009531005
ZNF415	-0.033564362
TXLNG	-0.039710198
LMBRD1	-0.039103288
DEPDC1B	-0.099099395
PRKCB	0.037108389
CSGALNACT1	0.030292042
LRIF1	0.052703453
DDX28	-0.004615225
MBNL3	0.039709572
METTL2B	-0.171379783
CACNA2D3	-0.213283089
AXL	-0.0203061
PRKCD	-0.216675605
SCN3B	-0.060803822
DCP1A	0.305987427
ADAP2	-0.02460226
LRP2BP	0.087497453
HR	-0.019652211
ST6GALNAC1	0.124443949
TRERF1	-0.043702289
PRKCE	0.156388888
FOXJ2	-0.214896965
ADCY10	-0.055837667
SPATA7	0.007943314
UTP6	-0.742837758
BDP1	0.009611316
TSNAXIP1	-0.038138965
DOK5	-0.058456384
KDM3A	-0.054345505
RNF130	0.043772098
PRKCG	-0.021152039
ALLC	-0.001825795
VPS11	-0.055132484
PAG1	-0.043112944
PECR	0.055530966
DCAF6	-0.023666356
SELENOS	-0.013327043
PRKCH	-0.05062207
GLT8D1	0.120128749
EMC3	-0.144619782
CAND1	-0.309125133
UBAP2	-0.275848477
CENPJ	0.094136328
CENPN	0.029058209
PRKCI	-0.091288797
EAF2	-0.053221747
WWC3	0.062083871
ARHGAP15	0.121854191
PPP2R2D	-0.188354039
BRK1	-0.051939298
ITFG2	-0.077702293
CISD1	0.145787703
PLGRKT	0.129255569
PKN1	-0.015376898
USE1	-0.157766322
PSENEN	-0.007472807
TEX2	-0.097736642
ZC3H15	0.023438104
FAM45BP	-0.114618354
ACOT13	-0.016605273
KIZ	-0.154076357
TMEM165	0.102817233
BEX1	0.07166791
PKN2	-0.091502366
ACTR10	-0.490669273
DBNDD2	0.069312489
ECHDC1	-0.014271058
TMEM126B	0.056774729
SLC22A11	0.021905924
HDAC8	-0.152097982
PRKD1	-0.0480754
ASH1L	-0.156770364
CBWD1	-0.195554073
PBK	-0.093882132
GSDMB	0.008401021
GABRQ	0.017623353
PRKCQ	0.008810922
WSB2	-0.061379622
LMO3	-0.067146035
ZKSCAN7	0.055811172
GOLGA6B	-0.296628089
PRKCSH	0.017640422
GPRC5C	-0.093462082
LENEP	-0.029798182
MYNN	-0.053507118
ZNF395	0.069540258
MESP1	0.054113569
UNC45A	-0.156815296
PRKCZ	-0.063065893
ZNF302	0.058094561
THSD1	0.040377958
ACSS2	0.117006971
KMT2E	-0.148055545
RNF114	0.009769486
ZC4H2	-0.039411201
CMAS	0.118284889
ANGPTL8	-0.000241249
BIN3	-0.006883686
PRKDC	-0.191495256
APOBR	-0.015058283
ERBIN	0.053883422
LANCL2	-0.134370149
NXT2	-0.073803448
PRKG1	-0.065474214
RCC2	0.064260635
NKRF	0.033998614
FAM212B	-0.009022367
DMAP1	-0.374439285
PRKG2	-0.033948892
MYO5C	0.085913111
APOM	-0.073237205
MAPK1	0.011107719
MAPK3	-0.034302841
ZMAT5	-0.382959431
LIN37	0.023782427
KLHL9	0.030407721
SULF2	-0.114846197
MAPK4	-0.136365584
3-Sep	-0.0478692
AJAP1	-0.08140362
NDUFA12	-0.194099863
NSFL1C	-0.156473962
C20orf24	0.120071547
MAPK6	0.002796855
GNG12	0.037270175
BAIAP2L1	0.046388691
