,cna_alk,cna_tp53,cna_egfr,cna_kras,cna_stk11,cna_keap1,rna_alk,rna_tp53,rna_egfr,rna_kras,rna_stk11,rna_keap1,prot_alk,prot_tp53,prot_egfr,prot_kras,prot_stk11,prot_keap1,phos_alk,phos_tp53,phos_egfr,phos_kras,phos_stk11,phos_keap1
ENSG00000212901.3,,,,,,,,,,,,,,,,,,,,,,,,
ENSG00000212916.4,,,0.001834654,,,,,,,,,,,,,,,,,,,,,
ENSG00000212933.1,,,0.02449942,,,,,,,,,,,,,,,,,,,,,
ENSG00000212935.1,,,0.02449942,,,,,,,,,,,,,,,,,,,,,
ENSG00000212938.3,,,0.059799916,,,,,,,,,,,,,,,,,,,,,
ENSG00000212993.4,,,0.059799916,0.824858691,0.425004736,,,,,,,,,,,,,,,,,,,
ENSG00000213015.8,,,,,,,,,,,,,,,,,,,,,,,,
ENSG00000213020.9,,0.043518531,,,0.049670778,0.10614403,,,,,,,,,,,,,,,,,,
ENSG00000213022.5,,,,,,0.061621446,,,,,,,,,,,,,,,,,,
ENSG00000213023.10,,,,,,0.040180047,,,,,,,,,,,,,,,,,,
ENSG00000213024.11,,,,,,,,,,,,,,,,,,,,,,,,
ENSG00000213029.3,,,,,,,,,,,,,,,,,,,,,,,,
ENSG00000213030.5,,,,,,,,,,,,,,,,,,,,,,,,
ENSG00000213047.12,,,0.00010662,,,,,,,,,,,,,,,,,,,,,
ENSG00000213064.9,,,,,,,,,,,,,,,,,,,,,,,,
ENSG00000213085.9,,,,,,0.061621446,,,,,,,,,,,,,,,,,,
ENSG00000213088.9,,,,,,,,,,,,,,,,,,,,,,,,
ENSG00000213096.10,,,,,,,,,,,,,,,,,,,,,,,,
ENSG00000213123.10,0.027542297,0.698217365,,,,,,,,,,,,,,,,,,,,,,
ENSG00000213139.7,,,,,,,,,,,,,,,,,,,,,,,,
ENSG00000213145.9,0.259165867,,,,0.140005705,,,,,,,,,,,,,,,,,,,
ENSG00000213160.9,,,0.482002842,,,,,,,,,,,,,,,,,,,,,
ENSG00000213171.2,,,,,,,,,,,,,,,,,,,,,,,,
ENSG00000213185.6,,,,,0.010038678,,,,,,,,,,,,,,,,,,,
ENSG00000213186.7,,,,,,,,,,,,,,,,,,,,,,,,
ENSG00000213190.3,,,,,,0.061621446,,,,,,,,,,,,,,,,,,
ENSG00000213199.7,,0.004639878,,,,,,,,,,,,,,,,,,,,,,
ENSG00000213203.2,,0.004639878,,,,,,,,,,,,,,,,,,,,,,
ENSG00000213213.13,,,,,,,,,,,,,,,,,,,,,,,,
ENSG00000213214.4,,0.001801276,,,,,,,,,,,,,,,,,,,,,,
ENSG00000213218.10,,,,,,,,,,,,,,,,,,,,,,,,
ENSG00000213221.4,,,,,,,,,,,,,,,,,,,,,,,,
ENSG00000213231.12,0.274501897,0.257614575,0.64298606,,0.049670778,,,,,,,,,,,,,,,,,,,
ENSG00000213265.8,0.274501897,0.051087789,0.64298606,,,,,,,,,,,,,,,,,,,,,
ENSG00000213281.4,,,,,,,,,,,,,,,,,,,,,,,,
ENSG00000213316.9,0.070039641,,0.00734663,,,,,,,,,,,,,,,,,,,,,
ENSG00000213337.8,,0.013173105,,0.824858691,0.013348311,0.014889635,,,,,,,,,,,,,,,,,,
ENSG00000213339.8,,,,,,,,,,,,,,,,,,,,,,,,
ENSG00000213341.10,,,,,0.010038678,,,,,,,,,,,,,,,,,,,
ENSG00000213347.10,0.005654202,0.883692308,0.028910826,,,,,,,,,,,,,,,,,,,,,
ENSG00000213366.12,,,,,,,,,,,,,,,,,,,,,,,,
ENSG00000213390.10,,,,,0.010038678,,,,,,,,,,,,,,,,,,,
ENSG00000213397.10,,0.001801276,0.02449942,,,,,,,,,,,,,,,,,,,,,
ENSG00000213398.7,0.003500792,,,,,,,,,,,,,,,,,,,,,,,
ENSG00000213401.9,,0.001801276,0.02449942,,,,,,,,,,,,,,,,,,,,,
ENSG00000213402.2,0.352235344,0.483941361,,0.490936559,0.003469505,,,,,,,,,,,,,,,,,,,
ENSG00000213413.2,,0.002119553,0.410179526,,,,,,,,,,,,,,,,,,,,,
ENSG00000213416.3,,,,,,,,,,,,,,,,,,,,,,,,
ENSG00000213417.3,,,,,,,,,,,,,,,,,,,,,,,,
ENSG00000213420.7,,0.002119553,0.410179526,,,,,,,,,,,,,,,,,,,,,
ENSG00000213424.8,,,,,,,,,,,,,,,,,,,,,,,,
ENSG00000213445.9,0.352235344,1,,,0.003469505,,,,,,,,,,,,,,,,,,,
ENSG00000213462.4,,0.031136029,0.059799916,,,,,,,,,,,,,,,,,,,,,
ENSG00000213463.4,0.321418854,0.708154916,,,0.120127345,,,,,,,,,,,,,,,,,,,
ENSG00000213465.7,0.251645978,,,,0.120127345,,,,,,,,,,,,,,,,,,,
ENSG00000213471.9,0.112866872,,,,,,,,,,,,,,,,,,,,,,,
ENSG00000213512.1,,,,,,,,,,,,,,,,,,,,,,,,
ENSG00000213516.9,,,,,,,,,,,,,,,,,,,,,,,,
ENSG00000213523.10,0.000375196,,0.124314923,,,,,,,,,,,,,,,,,,,,,
ENSG00000213533.11,,,,,,,,,,,,,,,,,,,,,,,,
ENSG00000213551.4,,,,0.078178141,,0.073489933,,,,,,,,,,,,,,,,,,
ENSG00000213563.6,,,0.178401388,,,0.073489933,,,,,,,,,,,,,,,,,,
ENSG00000213578.5,0.069739012,,,,,,,,,,,,,,,,,,,,,,,
ENSG00000213585.10,0.000375196,,0.124314923,,,,,,,,,,,,,,,,,,,,,
ENSG00000213588.5,,0.257614575,0.293873755,,0.049670778,0.32698951,,,,,,,,,,,,,,,,,,
ENSG00000213593.9,0.202554506,,,,,,,,,,,,,,,,,,,,,,,
ENSG00000213614.9,0.069739012,,,,,,,,,,,,,,,,,,,,,,,
ENSG00000213619.9,0.274501897,0.698217365,0.293873755,,,,,,,,,,,,,,,,,,,,,
ENSG00000213625.8,,,0.02449942,,,,,,,,,,,,,,,,,,,,,
ENSG00000213626.11,,,,0.078178141,0.008294861,,,,,,,,,,,,,,,,,,,
ENSG00000213638.5,,,,,,,,,,,,,,,,,,,,,,,,
ENSG00000213639.9,0.352235344,,,0.078178141,0.026572056,,,,,,,,,,,,,,,,,,,
ENSG00000213648.10,0.259165867,,0.02449942,,,,,,,,,,,,,,,,,,,,,
ENSG00000213654.9,,0.208562717,0.336423684,,,0.142653802,,,,,,,,,,,,,,,,,,
ENSG00000213658.11,0.228052613,,0.02449942,,,,,,,,,,,,,,,,,,,,,
ENSG00000213672.7,,,,,,,,,,,,,,,,,,,,,,,,
ENSG00000213676.10,,0.208562717,0.336423684,,,0.142653802,,,,,,,,,,,,,,,,,,
ENSG00000213689.11,,,,,,,,,,,,,,,,,,,,,,,,
ENSG00000213699.8,0.321418854,,,0.113356145,0.013348311,,,,,,,,,,,,,,,,,,,
ENSG00000213714.1,,0.453464555,0.113079297,,,,,,,,,,,,,,,,,,,,,
ENSG00000213719.8,,0.004639878,,,0.024998017,0.073489933,,,,,,,,,,,,,,,,,,
ENSG00000213722.8,,0.004639878,,,0.024998017,0.073489933,,,,,,,,,,,,,,,,,,
ENSG00000213741.9,0.636379591,0.015643239,0.68733652,0.832622763,0.064613482,0.755045014,,,,,,,,,,,,,,,,,,
ENSG00000213759.9,0.013280392,,,,,,,,,,,,,,,,,,,,,,,
ENSG00000213760.10,,,,,,0.061621446,,,,,,,,,,,,,,,,,,
ENSG00000213762.11,,0.208562717,,,,,,,,,,,,,,,,,,,,,,
ENSG00000213780.10,,,,,,,,,,,,,,,,,,,,,,,,
ENSG00000213782.7,,,,,0.003492603,,,,,,,,,,,,,,,,,,,
ENSG00000213793.5,,0.043518531,,,0.049670778,0.10614403,,,,,,,,,,,,,,,,,,
ENSG00000213799.11,,0.043518531,,,0.049670778,0.10614403,,,,,,,,,,,,,,,,,,
ENSG00000213809.8,,,,,0.010038678,,,,,,,,,,,,,,,,,,,
ENSG00000213822.6,,,,,0.024998017,0.073489933,,,,,,,,,,,,,,,,,,
ENSG00000213853.9,0.019260707,,0.124314923,,,,,,,,,,,,,,,,,,,,,
ENSG00000213859.4,,,,,,,,,,,,,,,,,,,,,,,,
ENSG00000213865.7,,0.698217365,,,0.25077402,0.061621446,,,,,,,,,,,,,,,,,,
ENSG00000213886.3,,,,,,,,,,,,,,,,,,,,,,,,
ENSG00000213889.10,,,,,,,,,,,,,,,,,,,,,,,,
ENSG00000213892.11,,0.08435943,,0.404374749,0.064613482,0.755045014,,,,,,,,,,,,,,,,,,
ENSG00000213903.8,0.352235344,0.483941361,0.336423684,,0.600280184,,,,,,,,,,,,,,,,,,,
ENSG00000213906.9,0.352235344,0.483941361,0.336423684,,0.600280184,,,,,,,,,,,,,,,,,,,
ENSG00000213918.10,0.013280392,,0.059799916,,,,,,,,,,,,,,,,,,,,,
ENSG00000213920.8,0.632617861,0.87676856,0.469406788,,0.796975023,,,,,,,,,,,,,,,,,,,
ENSG00000213921.7,,0.257614575,0.293873755,,0.25077402,0.32698951,,,,,,,,,,,,,,,,,,
ENSG00000213923.11,,,,,,,,,,,,,,,,,,,,,,,,
ENSG00000213927.3,,,,,,,,,,,,,,,,,,,,,,,,
ENSG00000213928.8,0.632617861,0.87676856,0.469406788,,0.796975023,,,,,,,,,,,,,,,,,,,
ENSG00000213930.11,,,,,,,,,,,,,,,,,,,,,,,,
ENSG00000213931.5,0.202554506,,,,,,,,,,,,,,,,,,,,,,,
ENSG00000213934.6,0.202554506,,,,,,,,,,,,,,,,,,,,,,,
ENSG00000213937.3,0.013280392,,0.059799916,,,,,,,,,,,,,,,,,,,,,
ENSG00000213949.8,0.019260707,,0.124314923,,,0.175069174,,,,,,,,,,,,,,,,,,
ENSG00000213965.3,,0.110850627,0.482002842,,,0.175069174,,,,,,,,,,,,,,,,,,
ENSG00000213967.10,,,,,,,,,,,,,,,,,,,,,,,,
ENSG00000213973.8,,,,,,,,,,,,,,,,,,,,,,,,
ENSG00000213983.11,0.632617861,0.87676856,0.142321436,,,,,,,,,,,,,,,,,,,,,
ENSG00000213988.10,,,,,,,,,,,,,,,,,,,,,,,,
ENSG00000213995.11,,,0.059799916,,,,,,,,,,,,,,,,,,,,,
ENSG00000213996.12,,,,,,,,,,,,,,,,,,,,,,,,
ENSG00000213999.15,,,,,,,,,,,,,,,,,,,,,,,,
ENSG00000214013.9,0.036335238,,,,,,,,,,,,,,,,,,,,,,,
ENSG00000214021.15,,,,,,,,,,,,,,,,,,,,,,,,
ENSG00000214022.11,,0.004639878,,,,,,,,,,,,,,,,,,,,,,
ENSG00000214026.10,0.202554506,,,,,,,,,,,,,,,,,,,,,,,
ENSG00000214029.4,,,,0.078178141,1.27E-08,,,,,,,,,,,,,,,,,,,
ENSG00000214042.1,,,,,,,,,,,,,,,,,,,,,,,,
ENSG00000214046.8,,,,,,,,,,,,,,,,,,,,,,,,
ENSG00000214063.10,0.228052613,,,,,,,,,,,,,,,,,,,,,,,
ENSG00000214078.12,,0.453464555,,0.689714428,0.063361598,,,,,,,,,,,,,,,,,,,
ENSG00000214087.8,,,0.124314923,,,,,,,,,,,,,,,,,,,,,
ENSG00000214097.4,0.027542297,0.698217365,,,,,,,,,,,,,,,,,,,,,,
ENSG00000214102.7,,0.000154929,0.059799916,,,,,,,,,,,,,,,,,,,,,
ENSG00000214107.7,0.202554506,,0.059799916,,,,,,,,,,,,,,,,,,,,,
ENSG00000214113.10,,0.004639878,,,0.024998017,,,,,,,,,,,,,,,,,,,
ENSG00000214114.8,,,0.113079297,,,0.329698174,,,,,,,,,,,,,,,,,,
ENSG00000214128.10,0.274501897,0.051087789,,,,,,,,,,,,,,,,,,,,,,
ENSG00000214140.10,,,,,,,,,,,,,,,,,,,,,,,,
ENSG00000214160.9,,,,,,,,,,,,,,,,,,,,,,,,
ENSG00000214189.8,,,,,,,,,,,,,,,,,,,,,,,,
ENSG00000214193.10,,,0.02449942,,,0.329698174,,,,,,,,,,,,,,,,,,
ENSG00000214194.8,0.274501897,0.051087789,0.293873755,,,,,,,,,,,,,,,,,,,,,
ENSG00000214212.8,,,,,,,,,,,,,,,,,,,,,,,,
ENSG00000214215.3,,,,0.078178141,5.13E-06,,,,,,,,,,,,,,,,,,,
ENSG00000214216.10,0.013280392,0.208562717,,,,,,,,,,,,,,,,,,,,,,
ENSG00000214226.8,,,,,,,,,,,,,,,,,,,,,,,,
ENSG00000214237.10,0.293161599,0.156644928,,,,,,,,,,,,,,,,,,,,,,
ENSG00000214253.8,,0.000154929,0.293873755,,,,,,,,,,,,,,,,,,,,,
ENSG00000214274.9,0.259165867,0.422234492,0.02449942,,,,,,,,,,,,,,,,,,,,,
ENSG00000214279.13,,,,,0.010038678,,,,,,,,,,,,,,,,,,,
ENSG00000214285.2,,,,,0.010038678,,,,,,,,,,,,,,,,,,,
ENSG00000214290.8,0.259165867,,,,0.018700839,,,,,,,,,,,,,,,,,,,
ENSG00000214300.7,,0.002119553,0.410179526,,,,,,,,,,,,,,,,,,,,,
ENSG00000214309.4,,0.002119553,0.410179526,,,,,,,,,,,,,,,,,,,,,
ENSG00000214336.4,,0.422234492,,,0.018700839,,,,,,,,,,,,,,,,,,,
ENSG00000214357.8,0.070039641,0.87676856,0.142321436,,,,,,,,,,,,,,,,,,,,,
ENSG00000214360.4,0.065755976,0.483941361,0.098119234,,,,,,,,,,,,,,,,,,,,,
ENSG00000214367.7,,,0.020077311,,,,,,,,,,,,,,,,,,,,,
ENSG00000214376.5,0.228052613,,,,,,,,,,,,,,,,,,,,,,,
ENSG00000214402.6,,,,,,,,,,,,,,,,,,,,,,,,
ENSG00000214413.7,,,,,0.0017411,0.073489933,,,,,,,,,,,,,,,,,,
ENSG00000214414.9,0.259165867,,,,0.140005705,,,,,,,,,,,,,,,,,,,
ENSG00000214415.3,,0.001801276,0.137467013,,,,,,,,,,,,,,,,,,,,,
ENSG00000214435.7,,,,,0.0017411,,,,,,,,,,,,,,,,,,,
ENSG00000214447.4,,,,,,,,,,,,,,,,,,,,,,,,
ENSG00000214456.8,,,,,,,,,,,,,,,,,,,,,,,,
ENSG00000214491.8,,,,,,,,,,,,,,,,,,,,,,,,
ENSG00000214510.9,0.003500792,,0.053507078,,,,,,,,,,,,,,,,,,,,,
ENSG00000214511.3,,0.297256913,,,0.0017411,0.014889635,,,,,,,,,,,,,,,,,,
ENSG00000214513.3,,0.422234492,,,0.140005705,0.175069174,,,,,,,,,,,,,,,,,,
ENSG00000214517.9,0.293161599,0.453464555,,,0.402664231,,,,,,,,,,,,,,,,,,,
ENSG00000214518.3,,,,,,,,,,,,,,,,,,,,,,,,
ENSG00000214530.8,0.259165867,,,0.295549325,0.018700839,,,,,,,,,,,,,,,,,,,
ENSG00000214534.5,0.259165867,,,0.295549325,0.018700839,,,,,,,,,,,,,,,,,,,
ENSG00000214562.14,,,,,,,,,,,,,,,,,,,,,,,,
ENSG00000214575.9,0.069739012,,,,,,,,,,,,,,,,,,,,,,,
ENSG00000214595.11,,0.708154916,,0.348347669,0.120127345,0.33986036,,,,,,,,,,,,,,,,,,
ENSG00000214642.1,,0.051087789,0.293873755,,0.25077402,,,,,,,,,,,,,,,,,,,
ENSG00000214643.6,,0.051087789,0.293873755,,0.25077402,,,,,,,,,,,,,,,,,,,
ENSG00000214652.5,,0.031136029,0.059799916,,,,,,,,,,,,,,,,,,,,,
ENSG00000214655.10,,,,0.078178141,,0.073489933,,,,,,,,,,,,,,,,,,
ENSG00000214681.3,,,,,,,,,,,,,,,,,,,,,,,,
ENSG00000214686.4,,,,,,,,,,,,,,,,,,,,,,,,
ENSG00000214688.5,,,,0.078178141,,0.073489933,,,,,,,,,,,,,,,,,,
ENSG00000214694.10,,0.708154916,,0.113356145,0.013348311,0.33986036,,,,,,,,,,,,,,,,,,
ENSG00000214700.5,0.352235344,,0.829726088,0.490936559,0.140005705,,,,,,,,,,,,,,,,,,,
ENSG00000214706.10,,,,,,,,,,,,,,,,,,,,,,,,
ENSG00000214711.9,,,,0.078178141,0.008294861,,,,,,,,,,,,,,,,,,,
ENSG00000214736.7,0.259165867,0.110850627,,,,0.175069174,,,,,,,,,,,,,,,,,,
ENSG00000214753.2,0.202554506,,,,,,,,,,,,,,,,,,,,,,,
ENSG00000214756.7,0.202554506,,,,,,,,,,,,,,,,,,,,,,,
ENSG00000214776.10,,,,,0.0017411,0.073489933,,,,,,,,,,,,,,,,,,
ENSG00000214782.7,0.202554506,,,,,,,,,,,,,,,,,,,,,,,
ENSG00000214787.9,0.202554506,,,,,,,,,,,,,,,,,,,,,,,
ENSG00000214814.7,,,0.293873755,,,,,,,,,,,,,,,,,,,,,
ENSG00000214827.9,,0.013173105,0.02449942,,,,,,,,,,,,,,,,,,,,,
ENSG00000214842.5,0.321418854,,,0.113356145,0.0017411,0.33986036,,,,,,,,,,,,,,,,,,
ENSG00000214860.4,,,,,,,,,,,,,,,,,,,,,,,,
ENSG00000214866.8,0.293161599,,,0.014414146,0.000873382,,,,,,,,,,,,,,,,,,,
ENSG00000214872.8,0.202554506,,,,,,,,,,,,,,,,,,,,,,,
ENSG00000214891.9,0.274501897,0.698217365,0.293873755,,,,,,,,,,,,,,,,,,,,,
ENSG00000214897.4,,0.001801276,0.02449942,,,,,,,,,,,,,,,,,,,,,
ENSG00000214940.8,0.019260707,,0.02449942,,,,,,,,,,,,,,,,,,,,,
ENSG00000214943.4,,,,0.225656177,0.026572056,,,,,,,,,,,,,,,,,,,
ENSG00000214944.9,0.000212971,,,,,,,,,,,,,,,,,,,,,,,
ENSG00000214946.14,,,,,,,,,,,,,,,,,,,,,,,,
ENSG00000214954.8,,,,,,0.142653802,,,,,,,,,,,,,,,,,,
ENSG00000214967.5,0.019260707,,0.02449942,,,,,,,,,,,,,,,,,,,,,
ENSG00000214978.7,,,,,,,,,,,,,,,,,,,,,,,,
ENSG00000215009.5,,0.110850627,,,0.018700839,0.175069174,,,,,,,,,,,,,,,,,,
ENSG00000215012.8,,,,,,,,,,,,,,,,,,,,,,,,
ENSG00000215021.8,,0.257614575,0.293873755,,0.049670778,0.061621446,,,,,,,,,,,,,,,,,,
ENSG00000215029.8,,0.013173105,0.001834654,,,,,,,,,,,,,,,,,,,,,
ENSG00000215041.9,,,,,,,,,,,,,,,,,,,,,,,,
ENSG00000215113.6,0.228052613,0.043518531,0.137467013,,,,,,,,,,,,,,,,,,,,,
ENSG00000215114.8,,0.015643239,,0.404374749,0.011030035,0.0470046,,,,,,,,,,,,,,,,,,
ENSG00000215115.6,0.228052613,0.043518531,0.137467013,,,,,,,,,,,,,,,,,,,,,
ENSG00000215126.10,,,,,,,,,,,,,,,,,,,,,,,,
ENSG00000215131.10,0.013280392,,0.059799916,,,,,,,,,,,,,,,,,,,,,
ENSG00000215148.8,0.013280392,,0.059799916,,,,,,,,,,,,,,,,,,,,,
ENSG00000215174.2,0.274501897,0.257614575,0.00734663,,,,,,,,,,,,,,,,,,,,,
ENSG00000215182.8,0.228052613,,,,,,,,,,,,,,,,,,,,,,,
ENSG00000215183.4,,,0.336423684,,,,,,,,,,,,,,,,,,,,,
ENSG00000215186.6,0.069739012,,,,,,,,,,,,,,,,,,,,,,,
ENSG00000215187.10,,,0.137467013,,,,,,,,,,,,,,,,,,,,,
ENSG00000215193.12,,,,,,,,,,,,,,,,,,,,,,,,
ENSG00000215203.2,,,,,,,,,,,,,,,,,,,,,,,,
ENSG00000215217.6,,,,,,,,,,,,,,,,,,,,,,,,
ENSG00000215218.3,,0.698217365,,,,0.32698951,,,,,,,,,,,,,,,,,,
ENSG00000215251.3,,0.698217365,0.64298606,,0.00423302,,,,,,,,,,,,,,,,,,,
ENSG00000215252.11,0.112866872,,,,,,,,,,,,,,,,,,,,,,,
ENSG00000215262.7,,,,,0.010038678,,,,,,,,,,,,,,,,,,,
ENSG00000215269.5,0.259165867,0.422234492,0.02449942,,,,,,,,,,,,,,,,,,,,,
ENSG00000215271.7,0.274501897,0.698217365,0.059799916,,,,,,,,,,,,,,,,,,,,,
ENSG00000215274.5,0.259165867,0.422234492,0.02449942,,,,,,,,,,,,,,,,,,,,,
ENSG00000215277.8,0.632617861,0.87676856,0.142321436,,,,,,,,,,,,,,,,,,,,,
ENSG00000215301.9,0.228052613,,0.02449942,,,,,,,,,,,,,,,,,,,,,
ENSG00000215305.9,,,0.482002842,,0.001758719,,,,,,,,,,,,,,,,,,,
ENSG00000215343.7,,,,,,,,,,,,,,,,,,,,,,,,
ENSG00000215356.4,,,,,,,,,,,,,,,,,,,,,,,,
ENSG00000215372.6,,,,,,,,,,,,,,,,,,,,,,,,
ENSG00000215375.6,,,0.020077311,,,,,,,,,,,,,,,,,,,,,
ENSG00000215397.3,,,,,0.004564986,,,,,,,,,,,,,,,,,,,
ENSG00000215421.9,,,,,,0.005123886,,,,,,,,,,,,,,,,,,
ENSG00000215440.11,,,0.002490267,,,,,,,,,,,,,,,,,,,,,
ENSG00000215454.6,,,0.02449942,,,,,,,,,,,,,,,,,,,,,
ENSG00000215455.4,,,0.02449942,,,,,,,,,,,,,,,,,,,,,
ENSG00000215475.4,,,,,,,,,,,,,,,,,,,,,,,,
ENSG00000215529.12,,0.110850627,,0.295549325,0.001758719,0.175069174,,,,,,,,,,,,,,,,,,
ENSG00000215545.1,,0.110850627,,0.295549325,0.001758719,0.175069174,,,,,,,,,,,,,,,,,,
ENSG00000215568.7,,,,,,,,,,,,,,,,,,,,,,,,
ENSG00000215595.1,,,,,0.004564986,,,,,,,,,,,,,,,,,,,
ENSG00000215612.7,,,,,,,,,,,,,,,,,,,,,,,,
ENSG00000215644.9,,,0.124314923,,,,,,,,,,,,,,,,,,,,,
ENSG00000215695.1,,,0.00734663,,,,,,,,,,,,,,,,,,,,,
ENSG00000215704.9,,,0.00734663,,,,,,,,,,,,,,,,,,,,,
ENSG00000215717.5,,,,,,,,,,,,,,,,,,,,,,,,
ENSG00000215784.5,,,,,,,,,,,,,,,,,,,,,,,,
ENSG00000215788.9,,,0.293873755,,,0.32698951,,,,,,,,,,,,,,,,,,
ENSG00000215790.6,,,0.080359878,,,0.755045014,,,,,,,,,,,,,,,,,,
ENSG00000215817.5,,,,,,,,,,,,,,,,,,,,,,,,
ENSG00000215845.10,,,,,,0.073489933,,,,,,,,,,,,,,,,,,
ENSG00000215853.3,,,,,,,,,,,,,,,,,,,,,,,,
ENSG00000215883.10,,,0.00734663,,,,,,,,,,,,,,,,,,,,,
ENSG00000215906.8,,,0.02449942,,,,,,,,,,,,,,,,,,,,,
ENSG00000215910.7,,,0.059799916,,,,,,,,,,,,,,,,,,,,,
ENSG00000215912.12,,,0.113079297,,,0.329698174,,,,,,,,,,,,,,,,,,
ENSG00000215915.9,,,0.178401388,,,0.33986036,,,,,,,,,,,,,,,,,,
ENSG00000216490.3,,,,,,,,,,,,,,,,,,,,,,,,
ENSG00000216588.8,,0.084484231,,0.824858691,0.013348311,0.33986036,,,,,,,,,,,,,,,,,,
ENSG00000216649.3,0.259165867,0.422234492,0.02449942,,,,,,,,,,,,,,,,,,,,,
ENSG00000216921.7,,,,,,,,,,,,,,,,,,,,,,,,
ENSG00000216937.13,,0.156644928,,0.078178141,,0.014453431,,,,,,,,,,,,,,,,,,
ENSG00000217128.11,0.000375196,,0.124314923,,,,,,,,,,,,,,,,,,,,,
ENSG00000217442.3,,,,,,,,,,,,,,,,,,,,,,,,
ENSG00000217555.12,0.005654202,,,,,,,,,,,,,,,,,,,,,,,
ENSG00000217930.7,0.013280392,,0.059799916,,,,,,,,,,,,,,,,,,,,,
ENSG00000218336.8,,,,,,,,,,,,,,,,,,,,,,,,
ENSG00000218739.9,,0.453464555,,0.078178141,0.008294861,0.329698174,,,,,,,,,,,,,,,,,,
ENSG00000218819.4,,,,0.078178141,0.00423302,,,,,,,,,,,,,,,,,,,
ENSG00000218891.4,,,,,,,,,,,,,,,,,,,,,,,,
ENSG00000219073.7,,,0.059799916,,,,,,,,,,,,,,,,,,,,,
ENSG00000219200.11,,,,,,,,,,,,,,,,,,,,,,,,
ENSG00000219435.5,0.251645978,,,,0.120127345,,,,,,,,,,,,,,,,,,,
ENSG00000219438.8,,,,,,,,,,,,,,,,,,,,,,,,
ENSG00000219481.10,,,0.00734663,,,,,,,,,,,,,,,,,,,,,
ENSG00000219607.3,,0.004639878,,,0.024998017,,,,,,,,,,,,,,,,,,,
ENSG00000219626.8,,,,0.295549325,0.001758719,,,,,,,,,,,,,,,,,,,
ENSG00000220008.3,,,,,,,,,,,,,,,,,,,,,,,,
ENSG00000220201.7,,,,,,,,,,,,,,,,,,,,,,,,
ENSG00000220205.8,,,,,,,,,,,,,,,,,,,,,,,,
ENSG00000221813.3,,0.001801276,,,,,,,,,,,,,,,,,,,,,,
ENSG00000221821.3,0.259165867,,,,,,,,,,,,,,,,,,,,,,,
ENSG00000221823.10,,1,,0.078178141,0.026572056,0.522257742,,,,,,,,,,,,,,,,,,
ENSG00000221826.9,,,,,0.0017411,,,,,,,,,,,,,,,,,,,
ENSG00000221829.9,,,0.137467013,,,,,,,,,,,,,,,,,,,,,
ENSG00000221836.2,,0.001801276,,,,,,,,,,,,,,,,,,,,,,
ENSG00000221837.5,,,0.02449942,,,,,,,,,,,,,,,,,,,,,
ENSG00000221838.9,,0.002119553,0.410179526,,,,,,,,,,,,,,,,,,,,,
ENSG00000221840.3,0.202554506,,,,,,,,,,,,,,,,,,,,,,,
ENSG00000221843.4,,,,0.078178141,0.013348311,,,,,,,,,,,,,,,,,,,
ENSG00000221852.4,,,,,,,,,,,,,,,,,,,,,,,,
ENSG00000221855.1,,0.000708171,0.336423684,,,,,,,,,,,,,,,,,,,,,
ENSG00000221858.2,,0.001801276,,,,,,,,,,,,,,,,,,,,,,
ENSG00000221859.2,,,0.02449942,,,,,,,,,,,,,,,,,,,,,
ENSG00000221864.4,,,0.02449942,,,,,,,,,,,,,,,,,,,,,
ENSG00000221866.9,0.274501897,0.051087789,0.64298606,,,,,,,,,,,,,,,,,,,,,
ENSG00000221867.8,,0.001801276,0.02449942,,,,,,,,,,,,,,,,,,,,,
ENSG00000221869.4,,0.08435943,,0.404374749,0.011030035,0.175069174,,,,,,,,,,,,,,,,,,
ENSG00000221870.2,,0.422234492,0.001834654,,,,,,,,,,,,,,,,,,,,,
ENSG00000221878.12,,,,,,,,,,,,,,,,,,,,,,,,
ENSG00000221880.3,,,,,,,,,,,,,,,,,,,,,,,,
ENSG00000221883.2,,,,,,,,,,,,,,,,,,,,,,,,
ENSG00000221886.3,0.002601778,0.206082781,0.336423684,,,,,,,,,,,,,,,,,,,,,
ENSG00000221888.3,,,0.005411626,,,0.073489933,,,,,,,,,,,,,,,,,,
ENSG00000221890.3,,,,,,,,,,,,,,,,,,,,,,,,
ENSG00000221900.5,0.321418854,0.013173105,0.00734663,,,,,,,,,,,,,,,,,,,,,
ENSG00000221909.2,,0.000154929,0.293873755,,,,,,,,,,,,,,,,,,,,,
ENSG00000221910.2,,0.001801276,,,,,,,,,,,,,,,,,,,,,,
ENSG00000221916.3,,,,,,,,,,,,,,,,,,,,,,,,
ENSG00000221923.8,,0.043518531,,,0.049670778,0.10614403,,,,,,,,,,,,,,,,,,
ENSG00000221926.11,,,,,,,,,,,,,,,,,,,,,,,,
ENSG00000221931.2,0.259165867,0.422234492,,,0.018700839,,,,,,,,,,,,,,,,,,,
ENSG00000221932.6,0.259165867,,,,0.140005705,,,,,,,,,,,,,,,,,,,
ENSG00000221933.2,,0.001801276,,,,,,,,,,,,,,,,,,,,,,
ENSG00000221937.4,,0.004639878,,,,,,,,,,,,,,,,,,,,,,
ENSG00000221938.4,,0.001801276,,,,,,,,,,,,,,,,,,,,,,
ENSG00000221944.6,,,,,,,,,,,,,,,,,,,,,,,,
