gene	lung_mean_CRISPR
NDUFA7	-0.115434227
NDUFA8	-0.672432181
NEB	0.049800909
NDUFA9	-0.42736185
NDUFA10	-0.437072596
NDUFAB1	-0.863677052
NDUFB1	-0.007783765
NDUFB2	-0.414287884
NDUFB3	-0.574903637
ATIC	-0.513891537
NDUFB4	-0.732758976
NDUFB5	-0.372324709
NDUFB6	-0.743736407
NDUFB7	-0.60949783
NDUFB8	-0.621359395
NDUFB9	-0.532301777
NDUFB10	-0.674601106
NDUFC1	-0.314615975
NDUFC2	-0.4480771
NDUFS1	-0.581873434
ATM	-0.077074053
NDUFS2	-0.597646479
NDUFS3	-0.558014953
NDUFV1	-0.313630931
NDUFS4	-0.23241154
NDUFS5	-0.933791917
NDUFS6	-0.101934781
NDUFS8	-0.559272357
NDUFV2	-0.318859767
RERE	-0.105880329
NDUFV3	-0.017444174
DRG1	-0.552652137
NEDD4	0.065361469
2-Sep	-0.206828002
RPL10A	-1.539695588
NEDD8	-1.480119787
NEDD9	0.014466971
ATOH1	0.081237403
NEFM	-0.056086909
SUMO1P3	
GIMAP6	0.153767727
LRRC18	-0.083189365
NEFH	-0.007408357
NELL1	0.371838142
NEFL	
ATOX1	0.103705074
NEK1	-0.115995327
NEK2	-0.311432373
NEK3	
NELL2	-0.169649452
NEO1	-0.065144459
NEU1	-0.173356132
ATP1A1	-1.425755554
NEUROD1	0.064444863
NEUROD2	-0.013467324
NEUROG1	0.041501164
NF1	-0.089657793
ATP1A2	0.086895735
NF2	0.12182072
NFATC1	0.137982205
NFATC2	0.041590494
NFIA	-0.090345321
NFATC3	-0.096827246
NFATC4	0.002288315
NFE2	-0.29028217
NFE2L1	-0.061670818
ATP1A3	-0.221374165
NFE2L2	-0.48168935
NFIB	-0.159948505
NFIC	-0.033124305
NFIL3	0.008707051
NFIX	0.106893301
ATP12A	-0.063816732
NFKB1	0.133029539
NFKB2	-0.276868747
NFKBIA	-0.057885059
NFKBIB	-0.275178782
NFKBIE	-0.484580389
NFKBIL1	0.051669141
TONSL	-1.352492581
NFRKB	-0.634727773
NFX1	-0.089525892
ACO1	0.094906747
ATP1A4	-0.007201662
NFYA	-0.409994676
NFYB	-0.886454642
NFYC	-1.023116095
NGF	-0.262036068
NGFR	-0.268124292
NHLH1	0.061021774
NHLH2	-0.000698327
SNU13	
ATP1B1	-0.123133784
NHS	
NID1	-0.115639128
NINJ1	-0.072836996
NINJ2	0.046810834
NIT1	-0.17049353
NKG7	0.113975368
ATP1B2	-0.141696196
NKTR	0.030382197
NKX2-2	0.172782095
NKX3-1	0.096908253
NKX6-1	0.046936793
NNAT	0.085347806
NMB	0.094761967
NMBR	0.003630667
ATP1B3	-0.493576043
NME1	-0.147574221
NME2	-0.361444339
NME3	-0.117018523
NME4	-0.066672079
NQO2	0.102469066
NMT1	-0.947016971
NNMT	0.076771111
NODAL	-0.1033432
NOP2	-1.286973422
NONO	
NOS1	-0.052837972
NOS2	-0.092482577
NOS3	-0.05002589
CNOT2	-0.58653849
CNOT3	-1.405683323
CNOT4	-0.064740294
NOTCH1	0.001912737
NPY	-0.086720768
NOTCH2	-0.039532119
NOTCH3	-0.103465064
NOTCH4	0.026249596
NOV	0.071865424
NOVA1	0.204799443
NOVA2	0.10481698
FXYD2	0.064772138
PNP	0.16769107
NPAS1	-0.030744733
NPAS2	0.238291807
NPAT	-0.839983712
NPC1	-0.126466584
NPHP1	-0.117120702
NPHS1	-0.110270265
NPM1	-0.701669937
NPPA	-0.098284759
NPPB	0.064904133
ATP2A2	-1.46221644
NPR1	-0.047374376
NPR2	-0.066045873
NPR3	0.079274565
NPTX1	-0.130707385
NPTX2	0.112399551
NPY1R	0.027766748
NPY2R	0.296429445
NPY5R	0.063117449
ATP2A3	-0.066908266
SLC11A2	-0.170104557
NRAP	0.093497614
NRAS	-0.153282374
NRCAM	0.007619103
NRDC	
NRF1	-1.075230769
ACR	-0.119813884
ATP2B1	-0.168565337
NRGN	0.049336711
NRL	0.049083817
NRTN	0.101879931
YBX1	-0.834510875
NSF	-1.489636595
NT5E	-0.015802027
NTF3	-0.307214305
NTF4	-0.249760956
ATP2B2	-0.026266331
NTHL1	-0.10432276
NTRK1	0.02499932
NTRK2	0.102682205
NTRK3	0.054766247
NTN3	0.065030127
ROR1	0.099874938
ATP2B3	
ROR2	-0.175550245
DDR2	-0.025726037
NTS	-0.041212373
NTSR1	0.114951695
NUCB1	-0.049611766
NUCB2	0.144429288
NUMA1	-0.60202829
NUP88	-1.021712892
NUP98	-0.916110843
NR4A2	-0.10940642
ATP2B4	-0.326411831
NVL	-1.21593118
GPR143	
GS1-124K5.11	
OAS1	0.024535259
TRIM72	-0.019783788
CCDC73	0.099646297
GPX8	-0.321938374
OAS2	-0.049868414
RNASE12	0.118281255
PHOSPHO2	0.188882362
OAS3	-0.119099162
RBMXL1	-0.932032566
SPANXN1	
SPANXN2	
LOC494141	
CHAC2	0.02211958
SPANXN5	
OAT	-0.252441583
TBC1D25	
WEE2	0.087856779
OAZ1	-0.181977915
OAZ2	0.031176149
OCA2	-0.108848892
ATP4A	-0.015335512
OCM2	0.144791367
OCRL	
ODC1	0.073859004
ODF1	-0.179235057
ODF2	0.028545734
OMD	0.057613825
ATP4B	0.181012093
OGDH	-0.57106529
OGG1	-0.143153486
OGN	0.033825645
CLEC18B	-0.232341031
OLR1	0.257276749
OMG	-0.045966227
OMP	0.181349792
OPA1	-0.517735183
OPCML	0.059699219
ATP5A1	-0.597201351
TNFRSF11B	0.251473653
OPHN1	
OPRD1	0.150687415
ZBTB21	0.051660391
SCAPER	0.034531252
WRAP73	-0.129736289
OPRK1	0.059643115
CRNN	-0.058044276
CLDN20	0.126612084
OPRL1	-0.13120665
OPRM1	-0.000670858
SIX6	0.024761409
OR1D2	-0.643357052
OR1F1	0.081270085
OR2C1	-0.071512262
OR3A1	0.030535966
OR3A2	0.030153849
ORC1	-0.845687069
ACO2	-0.675992152
ORC4	-0.628160856
ORC5	-0.623215548
SLC22A18	0.077748204
SLC22A18AS	0.113131359
ORM1	-0.134563524
ORM2	-0.036979979
OSBP	-0.473520276
OSM	-0.180201217
ALDH7A1	-0.148075129
CLDN11	-0.035452164
OTX1	-0.389441832
OTX2	0.118444031
OVGP1	-0.364194808
OVOL1	0.161310122
OXA1L	-0.400782637
OXCT1	0.118333077
OXTR	0.228949795
P2RX1	-0.095658073
P2RX3	-0.154990484
P2RX4	-0.237797609
P2RX5	0.16638264
P2RX7	-0.21494643
P2RY1	-0.03231724
P2RY2	-0.181318625
P2RY4	
P2RY6	-0.214853999
P2RY11	-0.012439502
P4HA1	0.072225724
P4HB	-0.049692974
MS4A13	-0.03873915
SPRN	0.125469192
ARGFX	-0.692503658
PA2G4	-0.395742163
DPRXP4	
PEBP1	-0.248057668
DPRX	-0.173585207
DUXA	-0.104359462
OR8U9	
OR9G9	
PABPC3	-0.054580724
FURIN	-0.199667866
PCSK6	
PAEP	-0.149069121
PAFAH1B1	-1.813678534
RRM2B	0.058880538
SMARCAL1	0.04541405
G0S2	0.023948685
PLA2G3	-0.020621027
MINK1	0.005414627
CD207	
PAFAH1B2	-0.016932236
PAFAH1B3	-0.164321387
DUOX2	-0.223569922
NOX4	-0.033166785
NOX3	0.166579357
COL5A3	0.072299948
PAFAH2	0.066900265
1-Dec	0.046978874
CHST11	0.05333813
PRDX1	-0.124262077
PAH	0.002162064
SERPINE1	-0.006115108
SERPINB2	0.158464989
PAK1	-0.145314323
ATP5B	-0.900851533
IL20	-0.020182732
GALNT9	-0.105544996
IL21R	-0.102311415
IL22	-0.09511107
ATP6V0A4	-0.056255236
ITSN2	0.069190984
DEF6	0.189896959
PAK2	-0.299808748
CYHR1	-0.31420893
GEMIN4	-0.874620532
PAK3	
CALY	0.144918778
PALM	-0.296439809
PNPLA8	-0.094391802
ARHGEF4	0.017099795
ARHGEF3	0.026360869
PAM	0.081682753
CNTN3	-0.037369881
NEUROG3	-0.369553156
REG3A	0.11917266
PAPPA	-0.190757449
RDH8	-0.22331978
PRKN	
DCAF8	-0.093010275
PARN	-0.484089843
PAWR	0.189689932
PAX1	-0.012968398
PAX2	-0.076524097
PAX3	-0.068948183
PAX4	-0.054965707
PAX5	-0.020109401
PAX6	-0.068634976
MYEF2	0.03192764
IRX4	-0.030283083
ASAP1	0.135700065
AK3	0.090487243
HP1BP3	-0.018325728
PAX7	-0.042886759
HDGFL3	
COPS7A	-0.081865512
NSDHL	
PDCL	-0.440032054
PAX9	0.061132923
TAS2R3	0.113054067
TAS2R4	-0.110196545
TAS2R16	0.086590904
TAS2R1	0.142180129
TAS2R9	0.193030881
TAS2R8	0.147885489
TAS2R7	0.084460789
TAS2R13	0.061598695
TAS2R10	-0.291440335
TAS2R14	0.098352081
DHH	-0.116914026
F11R	-0.172919395
TRAT1	0.197298279
VILL	-0.081364031
C6orf48	-0.13808082
PARD6A	0.020026154
CLEC4A	0.009885297
SPOCK3	0.091949853
STMN3	-0.152736676
RNF141	0.030922369
NTM	0.046341402
HEBP1	0.15595385
PBX1	0.023810406
PBX2	-0.193560376
ATP5C1	-0.781993011
PBX3	-0.005518984
PC	-0.62276544
PCBD1	0.008825678
PCBP1	-1.31443896
CDON	-0.018059609
IMPG2	-0.089320155
PCBP2	-1.459936742
PDE11A	-0.052576315
FOXP3	
SHANK1	0.123046612
TBX22	
PCCA	0.143463948
PCCB	-0.006269647
SOST	0.009854746
PCDH1	0.031989725
PCDHGC3	-0.237452548
PCDH7	-0.058571533
TMED5	-0.286362926
ACOX1	-0.202852786
PCDH8	-0.060808753
SLC35B3	0.197640922
TPRKB	-0.626158231
MED31	-0.469213943
COQ6	-0.248026559
AMDHD2	0.003857977
SLC35C2	0.036469324
ASCC1	-0.189609491
DERL2	-0.470841772
PCDH9	0.121676877
EXOSC3	-0.923910473
FAHD2A	-0.361454181
PRELID3B	
EXOSC1	-0.702710532
TMED7	-0.131597862
ISOC1	-0.189713093
WASHC3	
HDDC2	-0.006403775
MRPS16	-0.84886506
GLRX2	-0.066091929
MRPS18C	-0.421149775
FIS1	-0.451339936
PAM16	-1.462609824
GOLT1B	-0.13080456
BOLA1	-0.263444583
VPS36	-0.276105185
TVP23B	0.235148451
GLOD4	-0.065870098
CELA2B	0.103847219
UBXN1	-0.06508455
SERPINA5	-0.138438439
ZBTB7B	-0.306171423
ST8SIA3	0.011360949
PCK1	-0.098922255
PI15	-0.066970404
PRLH	0.031897566
GMNN	-0.677320858
PLEKHA8P1	
LAP3	-0.198321829
FAM135B	-0.204121013
PCK2	0.000726469
TXNDC12	-0.028227203
TXNDC11	-0.091676329
ATL1	-0.077763961
RPS27L	-0.098551296
SSUH2	0.073111828
YARS2	-1.44671599
NMD3	-1.260018786
MRPL2	-0.690351559
NOSIP	-0.2338074
DERA	0.052120609
MEMO1	-0.448760838
MRPL4	-0.98446744
APIP	-0.013135301
TMX2	-0.736289998
CUTC	-0.037263899
THAP4	0.111945095
NDUFA13	-0.337127988
PCM1	-0.258095304
MRPS7	-0.698654708
POLR1D	-0.022212252
GAL	-0.222718724
CRYL1	0.02637353
MLXIPL	-0.095927722
TNNI3K	-0.011274203
YBX2	-0.084063079
KLHL5	0.093931003
PLLP	-0.022798355
SEPSECS	-0.671291998
SIDT2	0.161508983
ADIPOR1	0.00205186
TRNT1	-1.489703401
UTP18	-0.857877957
SCCPDH	0.174908444
ABHD5	-0.028464887
PCMT1	-0.237374044
MECR	-0.209596057
NDUFAF1	-0.451716714
ABHD17B	0.155977326
PHF20L1	0.235673053
TFB1M	-0.350309856
APH1A	-0.012747976
METTL9	0.046922569
RDH11	0.096824482
PCNA	-1.885906344
KMT5B	
TRAPPC12	0.019689912
ZDHHC9	
RMDN1	-0.164075214
MRPS2	-0.507630789
UTP11	
SBDS	-1.626326656
RPL26L1	-0.413901817
COMMD2	-0.170594646
IER3IP1	-0.321094715
GOLGA7	0.001810732
NAA20	-0.739037654
TRIM17	-0.144214165
SAR1B	-0.01631182
ANGPTL4	-0.015907882
ASB3	0.049342285
PHF11	0.129710213
RLIM	
KCTD3	0.206495033
IRAK4	-0.052444469
RNFT1	-0.025156703
COPS4	-1.117502015
CHCHD2	-0.538981062
DYNC1LI1	-0.056494244
HSD17B12	-0.727503522
A4GNT	0.13029471
ING4	0.202143925
CERCAM	-0.385420402
MRNIP	
SDF4	-0.164395559
SLC45A2	0.113700829
MRTO4	-1.01538674
JPT1	
SERPINA10	0.246760051
ZNF580	-0.148839618
PCNT	-0.355069533
VPS28	-1.005390193
EGFL7	-0.050976243
DBR1	-1.839803406
DCTN4	-0.663630437
AADAT	0.071104769
CYB5R4	-0.514510858
MYO15A	-0.27281406
HSD17B11	-0.168824233
HSD17B14	0.064632465
NAGPA	-0.175430858
TUBD1	-0.431460447
TUBE1	-0.541036023
LEF1	0.064910847
PLEKHO1	0.050224118
HAO2	-0.309494594
PCOLCE	-0.180306013
DCXR	-0.160935727
HSPA14	-0.507466218
GPN3	-1.321045556
CRBN	0.09821751
TCEAL9	
RSL24D1	-1.53633243
SS18L2	-1.979360741
HERC5	-0.049109759
CKLF	-0.074493724
ZNF639	0.020111248
IPO11	-1.096576178
RAPGEFL1	-0.149931993
PLCE1	-0.101894174
CDKN2A-AS1	
NIN	-0.019616362
CPA4	0.047576137
ZDHHC2	-0.038020221
DDX47	-1.30989139
NUSAP1	-0.114529086
TACO1	-0.15184674
ACP6	-0.167016847
DUSP13	-0.167874937
CLDN18	-0.0318401
RAB9B	
PCP4	0.146929728
LUZP4	
PCSK1	0.015335745
ZNF219	0.182519815
ELOA2	
ABI3	0.056411005
COPZ2	
PIGP	-0.170757948
GLTP	-0.157744428
PHF20	-0.080044744
VRK3	0.080264233
CRIM1	-0.13159472
DRICH1	-0.095084067
EMC4	-0.656003714
MZB1	-0.140828688
SHISA5	-0.298377056
PAIP2	-0.074854735
PDZD11	
TMEM69	-0.348218495
PCSK5	-0.032685235
NT5C3A	-0.274885542
FAM178B	-0.078986866
MRPL37	-0.545800073
RNF181	-0.298960384
TBC1D7	0.26098455
2-Mar	0.066501322
MRPL51	-0.522736711
TMEM216	0.044295854
PCSK2	0.122502449
MRPL30	-0.410686425
CDKL3	-0.236301769
CLEC1B	0.189565168
CLEC1A	-0.042646272
PIPOX	-0.112144428
TFDP3	
UBAP1	-0.900315038
KLF3	0.080649775
ZNF571	-0.049230984
DNAJC27	0.236288384
IER5	0.028343107
C1RL	0.123857818
CDK17	0.067407674
GOLM1	0.001800262
ANKMY1	0.099610855
BFAR	-0.075889134
TLR7	
RASL12	-0.164368893
COA4	-0.130392212
RXFP3	0.066128449
CDK18	-0.034237768
ERGIC2	-0.035667732
GMIP	-0.01690934
GMPR2	-0.020519498
CD320	-0.130134186
PCDH12	0.157542506
ECSIT	-0.194498105
SLC15A3	-0.095955322
BPIFA1	0.120360515
THEG	-0.016284756
NRN1	-0.146417531
ATP5D	-0.894336703
PCYT1A	-0.562877778
TIMMDC1	-0.332643954
GCNT4	0.009773514
CYP39A1	0.169165459
FKBP11	-0.104448588
ZDHHC3	-0.008459193
KCNK9	0.01539725
FAM13B	-0.030350147
FAM53C	-0.200502786
REEP2	-0.273124894
ARMCX1	
SLC22A17	-0.280255733
TLR8	
SLC25A37	-0.117299303
FAM198B	-0.036654557
NME8	-0.053870006
KRCC1	-0.089343668
PLAC8	-0.282940267
PHF21A	-0.011157064
MRPL35	-0.757397952
RSRC1	-0.158392028
PDC	-0.003623491
MEX3C	-0.057662108
AMZ2	0.159245162
WAC	-0.571441962
SPG21	-0.335398592
ARL17A	0.005490969
AHSP	-0.058294103
ARL6IP4	
PDCD1	0.043339074
TNFRSF12A	-0.294208482
SPTBN5	-0.01387268
ZNF771	-0.254336799
PRR16	0.237944814
MS4A4A	0.064887507
DACT1	0.150795818
PDCD2	-1.363840886
CRNKL1	-1.305225469
ZBTB7A	-0.467694799
FZR1	-0.262120335
TAOK3	-0.090689699
KRT76	-0.172146673
PDE1A	0.125998139
MBTPS2	
HOOK1	0.028446047
CDC40	-0.949381149
CHST15	0.110567838
ZMYND10	-0.277275224
PLA1A	-0.000858384
UBR5	-0.761683297
POP5	-1.649090269
TEX264	0.035792157
PDE1C	-0.236065506
TMA7	-0.331495768
MRPS17	-0.249445004
ATRAID	0.097947586
SNX7	-0.118775241
UCHL5	-0.477813556
ANGPT4	0.319708421
CRLF3	-0.149410443
PDE2A	-0.148233781
CSAD	-0.19731498
ATP6V1D	-0.786599413
WNT16	0.089247319
ZNF589	-0.011134351
EIF3L	-0.51674476
NIP7	-1.764810759
RWDD1	0.093910726
PDE3A	0.058621591
AIG1	-0.08901836
COMMD10	-0.120101831
WDR83OS	-0.483927286
TRAPPC4	-1.204898213
ATP5E	-0.846160118
PDE3B	0.107717783
PPME1	-0.509247056
NOL7	-0.796935593
HEMK1	-0.032844199
PDE4A	-0.193684467
BIN2	-0.180438041
ACTL6B	-0.036827109
PDE4B	0.024234824
AMOTL2	0.122851796
PRKAG2	-0.05156011
POLK	-0.058048079
ZNF107	0.097101132
DDX41	-1.439588044
SNX9	-0.017120037
PDE4C	-0.190065642
SUCO	-0.499937681
ANAPC5	-0.967802187
ANAPC7	-0.187665925
MAGEC2	
FAM8A1	0.068271216
PDE4D	0.017208013
HPCAL4	-0.126653545
VGLL1	
RNF138	-0.234060391
IP6K2	-0.153172039
PCYOX1	0.088387573
PDE6A	0.022759704
PRRX2	-0.101174919
LCMT1	-0.570154171
GULP1	0.113635103
REV1	-0.033679419
RHCG	-0.08128176
PDE6C	0.008453288
SFMBT1	-0.075364837
UBE2J1	0.027039793
EVL	0.020087738
PDE6D	-0.145561782
NAT8B	
DCDC2	-0.194858059
LIMA1	-0.132399547
CABP2	-0.070069436
ISYNA1	-0.359505184
HSD17B7	0.274984663
ANKFY1	-0.081225198
PDE6G	-0.140145639
VCX2	
VCX3A	
PDE6H	0.296531291
SPOUT1	
NOP16	-1.158523168
RTCB	-1.078689849
HACD3	
CTDSPL2	-0.245414055
NELFCD	-0.537514312
TRIAP1	-1.377986101
ATP5F1	-0.603511159
PDE7A	-0.07405172
HIKESHI	
CWC15	
UFC1	-0.20662297
RTFDC1	-0.82944407
PDE8A	0.005904372
CHMP5	-1.124914774
GTSE1	-0.324089595
ETV7	-0.156545965
DTL	-1.569370638
NCKIPSD	-0.074563362
PDE9A	0.038023422
LARS	-0.888666998
TMEM14C	0.128845099
CXXC5	0.047819987
TMEM138	0.0771617
OSER1	-0.00425869
JKAMP	-0.24871229
ANAPC11	-1.64022023
PDE1B	0.097236029
ZC3HC1	-0.352204881
TRMO	
PHF7	-0.161490911
PPHLN1	-0.359129615
MTFP1	-0.230201961
ZCCHC17	-0.278384128
PDGFA	0.074918618
SCLY	-0.061535104
VPS54	-0.488087232
ZNF581	-0.125312293
SIRT7	-0.130076002
SIRT6	0.023405372
PDGFB	-0.02605851
CINP	-1.047324356
RAB14	-0.219953739
ACKR4	-0.170541317
PEX5L	0.016929574
LGSN	0.010922056
NT5DC3	0.134103589
PDGFRA	-0.278348079
RAB6B	-0.068596569
IL23A	-0.010447792
MBIP	-0.005936265
HDAC7	-0.291729327
ARMCX3	
TDP2	-0.267263745
UFM1	-0.883039682
PDGFRL	-0.093972328
GDE1	-0.279718162
LARP7	-0.044119223
ESF1	-1.114782445
PDE6B	-0.150030631
AZIN1	-0.290480699
PCF11	-1.211925608
MED15	-0.338342386
PIAS4	-0.190387614
PDGFRB	-0.063411194
TRIM33	-0.020827437
SRRT	-0.797403988
CUTA	-0.089557395
ATP5G1	-0.442684153
PDHA1	
LIPT1	-0.29213551
NOP58	-1.402723992
METTL13	-0.051310379
PIGT	-0.234562778
TRMT6	-0.480755488
ATP6V1H	-0.765155384
PDHA2	-0.203904025
DPH5	-0.329595561
ERGIC3	0.097960855
TAF9B	
NSG2	
UBE2D4	0.002194
PDHB	0.005193217
KLF13	0.015590363
DYNC2LI1	-0.06966717
SLC25A39	-0.211310319
PDK1	-0.055635538
LUC7L2	-0.445505947
OTUD6B	-0.089607232
RBMX2	
DHRS7	-0.0536585
C14orf166	-0.736736838
SF3B6	-0.778105366
PDK2	-0.368006828
PPIL1	-0.815147734
YPEL5	-0.829222463
FAM96B	-1.258305783
MRPS23	-0.993521401
PDK3	
MRPS33	-0.077067722
PTRH2	-0.087227256
CHMP3	-0.736840427
CDK5RAP1	-0.1328872
RASD1	-0.109660059
STYXL1	0.132743329
GINS2	-1.895430857
PDK4	0.04381275
MPC1	0.177639156
FKBP7	0.005217011
ZFR	-0.39471601
ASB1	0.140526362
ASB4	0.188623526
NUB1	0.019361355
HSPB11	0.000789223
SARAF	0.096748976
MPP6	0.071532564
ENPP2	-0.088187528
SUFU	0.030124497
OAZ3	0.009843884
ENPP3	0.057028084
LSM7	-1.361119373
CPSF3	-1.057779872
TRAPPC2L	-0.208263797
HECA	0.131792289
VPS29	-0.497007316
ATP5G2	-0.209681718
PDPK1	-0.61758665
CYB5R2	-0.140495961
NLK	0.31019101
PADI3	-0.064124918
ACSL5	0.09124184
GPRC5B	0.131605111
EMCN	0.17508763
CYB5R1	0.106018633
SELENOT	
RAB23	-0.272881691
CES1P1	
CAB39	-0.264980618
UIMC1	-0.203293987
FBXO40	-0.051597663
CMPK1	-0.98888436
POLR3K	-1.599863751
WBP11	-1.387067668
PDYN	0.07849291
UPB1	0.032356631
MSRB1	-0.437690451
RAPGEF6	-0.065361797
GHRL	0.157151573
PDZK1	-0.128587698
WWOX	0.071321939
ARID4B	-0.129333651
CD244	0.061831335
LUC7L3	-1.704632315
PECAM1	
RTEL1	-0.580946763
HIGD1B	-0.07453043
ERAP1	0.068864182
TMEM8B	0.125059827
CDK12	-0.410792085
SERPINF1	-0.104366848
SYT17	-0.13132891
ATP8A2	-0.087961229
RAB8B	-0.101197961
INPP5K	-0.199838667
GNG13	-0.340428889
STK26	
TM7SF3	0.039176472
RSF1	0.191470338
MAP3K20	
MYOZ2	0.045227351
PEG3	0.071482881
KDM3B	0.074404353
PENK	0.029839815
ATP5G3	0.062007803
ASIC5	0.122482323
SIX4	-0.062387657
COQ3	-0.13485214
CALML5	-0.086626487
TUBA8	-0.074842015
GALNT7	0.145806219
ADA2	
PEPD	0.002849473
PER1	0.304324996
GATB	
PEX1	-0.487193616
PEX6	-0.358021992
PEX7	-0.188084795
PEX10	-0.245124107
PEX12	-0.016900521
PEX13	-0.104328347
PEX14	-0.223500407
PF4	-0.297322281
PF4V1	0.095202713
PFAS	-0.461596734
CFP	
ACP1	0.187100842
PFDN1	-1.001838507
PFDN2	-1.604544488
PFDN4	-0.544824062
PFDN5	-0.705752396
ATP8B1	0.120748843
PFKFB1	
PFKFB2	-0.140431248
PFKFB3	0.144725403
ATP5I	-0.811204247
PFKFB4	-0.315586004
PFKL	-0.068989313
VIT	-0.106883269
PFKM	0.09892019
PFKP	0.016770982
PFN1	-0.881534515
PFN2	-0.116341717
CDK14	0.158044148
ATP5J	-0.487571949
PGA5	
PGAM1	-0.876267866
PGAM2	-0.047144356
PGC	0.038835618
PGD	-1.200696363
PGF	-0.004296969
PGGT1B	-0.118903147
ATP6V1A	-1.493343749
PGK1	
PGK2	0.173639904
PGM1	-0.031369288
PGM3	-0.236226894
PGM5	-0.235821375
PGR	0.0830689
ABCB1	-0.096427496
ABCB4	-0.02039154
PHB	-1.25044642
ATP6V1B1	-0.103687629
SLC25A3	-0.796734887
PHEX	
PHF1	-0.112409852
PHF2	-0.235063084
PHKA1	
PHKA2	
PHKB	-0.068173641
ATP6V1B2	-1.690679584
PHKG1	-0.343360664
PHKG2	-0.110139537
PHYH	-0.009468441
SERPINA1	0.016421011
PI3	0.066234582
SERPINA4	-0.062029411
SERPINB5	-0.002654087
SERPINB6	-0.014838484
ATP6V0C	-1.782125666
SERPINE2	0.037867301
SERPINB8	-0.065368999
SERPINB9	0.07517329
SERPINB10	-0.009405483
SERPINI1	0.038944633
SERPINI2	-0.018790559
PIGA	
PIGC	0.049996884
ATP6V1C1	-0.769434259
PIGF	0.037550315
PIGH	-0.497659423
PIGR	0.131192985
PIK3C2A	-0.040597191
PIK3C2B	0.085365363
PIK3C2G	0.069150868
PIK3C3	-1.037656835
PIK3CA	-0.471402495
PIK3CB	-0.107295059
PIM1	0.111658984
PIK3CG	-0.063664908
PIK3R1	-0.006649812
PIK3R2	-0.240659051
PI4KA	-1.043787074
PI4KB	-0.377035632
ACP2	0.136664027
PIN1	-0.007579618
PIN1P1	
PIN4	
PIP	-0.141567326
PIP4K2A	0.080396809
PITPNA	0.034446325
PITX1	-0.159398041
PITX2	-0.028265149
PITX3	-0.136942894
PKD1	-0.25151379
PKD2	0.161619586
PKLR	-0.140991639
PKHD1	-0.119148765
PKM	-1.063624516
PKNOX1	-0.168104387
PKP1	-0.056956042
PKP2	-0.160043838
PLA2G1B	-0.026978609
PLA2G2A	0.097711575
PLA2G4A	0.193195729
PLA2G5	-0.031907496
PLAG1	0.152436688
PLAGL1	0.006488917
PLAGL2	-0.205937244
PLAT	-0.033399637
PLAU	-0.090270908
PLAUR	-0.120543465
ATP6V0B	-1.470852805
PLCB2	-0.022011216
PLCB3	-0.104090589
PLCB4	-0.011025649
PLCD1	-0.213925595
BCL11A	-0.159411072
CPXCR1	
BTBD1	-0.099153825
PLCL1	0.195169312
SPA17	0.103100349
IL17D	-0.192838931
NUDT9	0.10478944
TM6SF1	-0.093235877
UBASH3A	0.043898342
ZFYVE1	-0.104105814
PLCG1	-5.75E-05
LRP1B	-0.264326269
PANK1	-0.021777278
SHC3	-0.063013908
PLCG2	0.060078165
PLD1	-0.114634596
NUP54	-0.897278545
TPCN1	0.152697022
PLD2	0.103830026
PLEC	-0.288660969
ATP6V1G2	-0.089661081
PLG	-0.071726909
CLIC5	0.030186648
STX18	-0.791147734
PLEK	-0.109060118
SERPINF2	0.21152468
PLIN1	0.087824751
PLK1	-1.644201493
FXYD1	-0.128316811
FXYD3	-0.016524453
ATP6V0A1	-0.250763318
PLN	-0.007682647
PLOD1	0.045304272
PLOD2	0.041074254
PLP1	
PLP2	
PLRG1	-0.945939708
PLS1	-0.016456175
PLS3	
PLSCR1	0.127597423
PLTP	-0.187390958
PLXNA1	-0.025904998
MBD3	-0.161322787
ADAM22	-0.03727271
PLXNA2	-0.112195356
BCO1	-0.154894308
PRKAG3	-0.04570766
PTOV1	-0.223372033
S1PR5	0.096727215
PLXNB1	0.01774773
PLXNB3	
PMAIP1	0.141658668
PMCH	0.067853622
PNOC	0.031221294
PMCHL1	
ATP6AP1	
PMCHL2	
PML	0.07006346
PMM1	-0.064654326
PMP2	0.116983234
PMP22	-0.097784528
PMS1	0.030985814
PMS2P1	
ATP7A	
PMS2P2	
PMS2P4	
RIPPLY3	0.084441528
FXYD7	0.022113862
FXYD6	0.198837205
FXYD5	0.078636537
FXYD4	-0.01387622
P2RY13	0.054380405
PMS2P5	
GPR84	-0.175223066
IL20RA	0.062842964
IL20RB	0.155081966
FGFRL1	0.066768476
C11orf24	0.006413919
TRIM34	0.035316098
CDHR5	0.023518736
PMS2P3	
ATP5O	-0.543055516
MYO3A	0.157560897
DUOX1	-0.066365589
RAB4B	-0.21356105
RAB24	-0.112870571
PELO	-1.146286879
SLCO1C1	0.168797661
EXOSC9	-0.64966685
PPIL3	-0.169810036
EXOSC10	-1.128909181
CNTN5	0.089257233
CSNK1G1	-0.101346556
A4GALT	-0.038772916
PMS2	-0.046107763
PRRX1	-0.029607022
CPSF2	-1.154193773
ACP5	0.076674421
ATP7B	0.056395713
BRWD1	-0.092915332
SLC37A1	-0.048322274
RBM11	0.134793006
PCBP3	0.030770134
C21orf58	-0.163053351
YBEY	-0.200371628
PNLIP	0.135854348
C21orf62-AS1	
MIS18A	-1.435604741
PNLIPRP1	0.141421954
LINC00158	
